,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Algo 1,Algo 2,SP 500 Close,JOHN KELLY FUND
2018-05-14,0.0,0.0,0.0,0.0,0.0009148572982968,0.0016348438954715,0.006889302771579953,1.544082743039814e-05
2018-05-15,-0.0007258951883974,-0.0014088251086951,-0.0031894869534893,-0.0146059182556181,-0.0011347640786478,-0.0011388145155798,-0.004044136552970534,-0.01006357689096149
2018-05-16,0.0086372496815008,0.0062443795687019,0.005479526715449,0.004309951740359,-0.0023264583223177,0.003340813173031,0.0008565767077308717,0.009403240182783268
2018-05-17,-0.0019554898482433,0.0025238862113898,-0.0062671426703295,-0.0051397703110482,-0.006949258300842,0.0052048735763854,0.0026391740417330833,-0.001594823495449556
2018-05-18,-0.0043573402816527,-0.0026724722605544,-0.0128318947916761,-0.0022119085234137,0.0025573761793454,-0.002496362609348,-0.00733257470700821,-0.00606061617969759
2018-05-21,0.0025033937154796,-0.001195254097047,-0.0011529443740153,0.0103699389459641,-0.0030923159640335,0.0049239052457098,0.0031456005637855444,0.0075998432810974546
2018-05-22,-0.0023452003618733,0.0011677864066508,-0.0002396535730574,-0.0024545894372361,0.011233874151621,-0.0056281731557414,-0.0032378562099154573,-0.004961678410338233
2018-05-23,-0.0008987072156005,-0.0006585518866333,0.0050618310697503,0.0111077323715129,-0.0020931693455369,0.0019624766744631,0.002027304454937262,0.003850301312323667
2018-05-24,-0.0021598731520328,-0.0022293461142168,0.0008800720205921,0.002245333980654,0.0010754394128114,-0.0011211912752551,0.0023628152410770653,0.0007511765648715585
2018-05-25,0.0021459323544108,0.0021602180693875,0.0082994914588945,-0.0009161259763232,-0.0011418605911237,-0.0016050956012402,0.011699493653944737,-0.0012321760368129893
2018-05-29,-0.0107139412092611,-0.0053028908034797,-0.0093725742409175,-0.009612724501286,-0.0001791167473427,-0.0055367853131876,-0.01253666469653203,-0.00867795923085394
2018-05-30,0.0046528982246956,0.0041306481509035,0.019949822828378,0.0069136150859512,-0.0001321060416736,0.01175636687674,0.006927219833879894,0.006555316183931125
2018-05-31,-0.0080537112630738,-0.0060341030577475,-0.0174069594792759,0.0022841621368632,0.0036730585850819,-0.0046730460205749,-0.010732752631078535,0.0019086325337533958
2018-06-01,0.00521225387095,0.003764353989931,0.0051580803356605,0.0134897408164043,-0.0039794149861199,0.0072119574393971,-0.004459621314441553,0.014747132828011877
2018-06-04,0.0059888733839361,-0.0043680539569911,0.0110733459956842,0.0095766156806702,0.0021131444816119,-0.0003350213874505,-0.0007021245634459827,0.011197954107504163
2018-06-05,0.0007576304156247,0.0069783161104464,-0.0061923826278506,0.0095526624255619,0.0022427590266043,0.0048872132398302,-0.008494598445362156,0.0013709437226846477
2018-06-06,0.0107182734704385,0.0099150934057119,0.0043353014581817,0.0105874747617527,-0.0090996045684652,0.0049581538499876,0.0007147059779017972,3.8928470970348845e-05
2018-06-07,-0.0009234858488313,0.0091950545715373,-0.0020862211530684,-0.0136336395125709,0.008275050744601,-0.0024547234695003,-0.0031161952191952613,0.003569183557514751
2018-06-08,0.0017949559480165,0.0078051247919075,0.0100826337942925,0.0085746657126521,-0.0013529843411157,0.0012024253066676,-0.0010675772825304852,-0.001961149687692972
2018-06-11,0.0052653463121443,0.0045337254941726,0.0161312096951138,-0.0006087303092651,-0.0007406402470149,0.0016999354721578,-0.0017403161275274526,0.0031055042905090793
2018-06-12,0.0049783202936295,0.0004311057876167,0.0029661503921774,0.0117729779173547,0.0002673293390242,0.0014192289719331,0.004042325526096624,0.005201890407350159
2018-06-13,-0.0061183259141142,-0.000856140336197,-0.0021148506278749,-0.0075633640661074,0.0032771168680336,-0.0043218871984233,-0.002465417665472147,-0.005317178902467893
2018-06-14,0.0049356039132109,-3.861006278826906e-05,0.0063988047771168,0.0185291059625056,-0.0037153365995107,0.0094543919063857,0.0010181101285768879,0.006914748024436404
2018-06-15,-0.0018776196510145,-0.0006264075459432,0.011291370636155,-0.0070208252275894,-0.0041245939843452,-2.858234411290573e-05,0.002130689499774574,0.00019146914982748337
2018-06-18,0.000310720739475,-0.0002630891384365,-0.0081149137232382,0.0027791427562597,-0.0037917037037109,-0.0002934549786588,0.0040396873947996514,0.004171678141758561
2018-06-19,-0.0034627697571553,0.001863549205481,0.0098209985178128,-0.0056931406108806,-0.0068893200569453,-4.768673750810986e-05,-0.001709234927655623,-0.0047867770124223235
2018-06-20,0.0044063075201621,0.0056945831021251,0.0095433301497387,0.0075168411750963,0.0033164397444883,0.0067584083270751,0.006386011870126884,0.002684788137483333
2018-06-21,-0.0053831736101841,-0.0054937091593212,-0.0074096246986919,-0.0114275659731859,0.0046096181796158,-0.0095957436501468,-0.0018585201533278806,-0.0021559805228588136
2018-06-22,0.0034064307371257,0.0049661868479351,0.0069029622040579,-0.0015415011766199,-0.0031965918821024,0.0033727832371857,0.013915725395370782,0.0002116058468737413
2018-06-25,-0.0143422145565479,-0.0072272209512381,-0.0046596969652615,-0.030269659937828,-0.0003597376214691,-0.0154405039690773,-0.002199731184770015,-0.01277842264388529
2018-06-26,0.0034993016773072,-0.0015912855699516,-0.0018144565838218,0.0053452814278605,0.0036452603908873,0.0071863852263109,0.008678967117716097,-0.0003596122608551245
2018-06-27,-0.0108536994003133,-0.0080752972990373,-0.0090687347765202,-0.021169587543957,0.0129010262508845,-0.0181374581804949,-0.006140683500778565,-0.004898644883385724
2018-06-28,0.0041810850892765,5.792955316485937e-05,0.0023983514828909,0.0103875793759511,0.0014916352704705,-0.0004163845775753,-0.0007578070682062732,0.0034223317977904637
2018-06-29,-0.0006925859084643,-0.0022123087331951,0.0005399385495616,0.0009169026904409,0.0028018925899801,0.0019373010701544,-0.003058631097549891,0.00015821473544967252
2018-07-02,0.0001502600349869,0.0020832861810362,-0.0061295732802398,0.0068014143716799,-0.0007470389025459,0.0020926355823306,0.004971952145421454,0.005677000619409048
2018-07-03,0.0007530720347461,-0.0017488607479899,0.0038526893253845,-0.0068757607535997,6.022451428265314e-05,0.0053071389973884,-0.008547071011214769,-0.014463877149571312
2018-07-05,0.0066011844012774,0.0052795304027668,0.0147159358188624,0.0084806288415235,-0.0035660091198173,0.0076931948543122,-0.008409968766078912,0.012395070024304658
2018-07-06,0.0126433147634479,0.0095950784592577,0.0074225859002994,0.0146422245243691,-0.0007312522318966,0.005459420706325,-0.008745873994763231,0.010099847914972166
2018-07-09,0.0086799336920428,0.0052558378266056,0.0004905751117563,0.0044544868025913,0.0110064849199324,0.0055128152147246,-0.0034611860378547243,0.01078530891067501
2018-07-10,9.735090013673895e-06,-0.0016920341896727,0.000456805199666,-0.0072341035746624,-0.0036401445803422,-0.0039285013386599,0.00714486557414884,0.00044919885192562514
2018-07-11,-0.0069649109832915,-0.010102429581505,-0.0060401026792927,-0.0068741097934866,0.0019846235328015,-0.0074625337101794,-0.00867315396188384,-0.0051997924647497005
2018-07-12,0.0063490345863355,0.0043750926918868,0.0025124818084025,0.0109165529353396,-0.0027818379287524,0.0040782776957101,-0.0010780670472029241,0.01898467874502437
2018-07-13,-0.0010318922271076,0.0010248105433197,0.002660081866155,0.0002833401447144,-0.0031957461286825,0.0016220535955784,0.0010291484868301115,0.005952383758645041
2018-07-16,-0.0008546635062638,-0.0054621477401111,-0.0116062735929334,-0.0020553638720919,0.0009774542702465,-0.0060623881708295,-0.003957929205744781,-0.00472397574418489
2018-07-17,0.0001299611470508,-0.0024242102529565,0.0046084119052574,0.001477298127765,-0.0022630999186146,0.0019611877474643,-0.0021558306873795674,0.005382151636322459
2018-07-18,-0.0001182395266565,-0.0014672417602572,-0.0121268830853815,-0.0032268452219177,-0.0009977033940711,0.0017977737588,0.003968636008686133,-0.0026865882269515953
2018-07-19,-0.0041760699277006,-0.0046556041879564,-0.0043245516443589,-0.0076756966181344,0.0011585204965324,0.0025031934798483,0.0009493795126755966,0.0040897744694558345
2018-07-20,-0.001612131857665,-0.0016952669684223,-0.0058977706913841,-0.0039372905873606,-0.0043477267860147,-0.0010456718571688,-0.001834712039273545,0.00042206103106245957
2018-07-23,-0.0021181189200843,-0.0013903519068328,-0.0022873262740245,0.001666597367613,-0.0014953412539522,0.0021330524192712,-0.004758190327613154,0.006316918763941137
2018-07-24,-0.0051000611350568,0.0009250244850127,-0.0076296451980187,0.0009831064320657,-0.004024088085911,-0.0048780248744752,-0.009019454897455148,0.013795893145059468
2018-07-25,-0.0010949916378339,0.003550778509086,0.0034873307481277,0.0202411168576086,-0.0085582822088459,0.0034146714025841,0.003041474004736644,0.010548080416735568
2018-07-26,0.0019380216373972,-0.0030435910276164,0.0068020949991742,-0.0211188880879446,0.0025693584666257,0.0055841839346041,0.006605600925209787,0.0017181357521715381
2018-07-27,-0.0089054834297936,0.0003726351434487,-0.0066230248302473,-0.0144168785608101,-0.0050664556696882,-0.0119829629071908,0.00578748305145238,-0.01649556555291609
2018-07-30,-0.0048301858248164,0.0047145503349035,-0.0023089837299197,-0.0245836019791302,-0.0027790018729741,-0.0044939892890491,-0.004861005081152836,-0.007736164405578745
2018-07-31,0.0104582116068276,0.005690295888443,0.0013620965651006,0.0047801885028384,0.0073661258429878,0.0060828618302853,0.0010379011647951852,-0.0006192798146168835
2018-08-01,-0.0153301285505942,-0.0051117160797042,-0.0112226547264547,0.0001351995943554,0.0061779280609417,-0.0029418982615228,-0.0048988051867204785,0.017981692903854984
2018-08-02,0.0024268901456312,-0.0009817326799987,0.0027289708840456,0.0091810352443264,-0.0004593882342807,0.0047592358209291,-0.004622669741405128,0.017546534307282476
2018-08-03,0.0017961943625666,0.0136299157027899,0.0544249709903104,-0.001707129413711,-0.0036561883411032,0.0028167137507332,-0.0035258209374123828,0.0016728479338097289
2018-08-06,0.0066613353994688,0.0056362417704618,-0.0216114622224422,0.0088517389697986,0.0005289689664901,0.0002853636699547,-0.0028162115832005563,0.0030554879293643498
2018-08-07,-0.0018678219503058,0.00336296546414,-0.0081976360371414,-0.001567836756114,0.0002066895476068,-0.0013301988570422,0.00026244882247961066,0.003330418989312152
2018-08-08,0.0020175711216237,0.0059671960214433,-0.0102458958465075,-0.0042211668085712,0.0084290568885672,-0.0018115841437642,0.0014438004191226206,0.002207083464937476
2018-08-09,0.0045632160293758,-0.0046524351137653,-0.0046231105363889,-0.0015897921495776,0.0034744008794566,0.0005504698689144,0.007164840749943391,-0.005854579044896871
2018-08-10,-0.0055776095042764,-0.0024461362878049,-0.0063001285018072,-0.0165371059314745,-0.000589837759155,-0.0045110349006758,0.0040220700017365996,-0.0020588977715155403
2018-08-13,0.0,0.0,0.0,0.0,-0.0040662146093028,-0.0066483270337496,-0.00634868096733765,0.000317260162439381
2018-08-14,0.0006927269292613,0.0057052625602198,0.0055012305958297,-0.0050020435668922,-0.001911785594656,0.0065192482489969,0.007660456221149081,0.007022375499607417
2018-08-15,-0.0115411682848924,-0.0082536409038511,-0.0058822822828629,-0.0193552282307796,-0.0079296068316949,-0.0106222804019021,-0.007857245950807834,-0.007155805260280775
2018-08-16,0.0113232475837097,0.0041265977389544,0.0218625281837063,-0.002615425087784,0.0038452398858345,0.0077675290751823,-0.0033121296221576557,0.005003273688483523
2018-08-17,0.0014580485341373,0.0037353713354033,0.0100697419673358,-0.0093063084402681,-0.0005142111800713,0.0036124784780928,-0.0024220787175583958,0.008847622647723504
2018-08-20,0.0016514079133886,0.0073603840718361,-0.0003223601368902,0.0093797530908039,0.0013096514228696,0.0048367398049852,-0.0020642970911224356,0.0011089264101291998
2018-08-21,0.0106945900159365,0.0068438982576206,-0.0077038846192809,0.010367998491463,0.0022259515238577,0.0046004134823141,0.00039834790448023405,-0.0006023754950728784
2018-08-22,0.0011317218829265,-0.0027843734940043,-0.0040949595650384,0.0074645188683988,0.0078445977880207,0.0017918104897382,0.001694096563504166,0.0025766914407321373
2018-08-23,-0.0046279706214734,-0.0050663683184626,-0.0103238440311549,-0.0100975196764329,-0.0049027289506295,-0.0016462085652888,-0.006160664280322359,0.000579915000843534
2018-08-24,0.0066743029488254,0.0042286122263521,0.0046908863260917,0.0123503426748294,0.0006480379689637,0.0028277206717167,-0.007612005219660656,0.007829826493987705
2018-08-27,0.0052381902554854,0.0019958705801674,0.0086387937214267,0.019590328356746,-0.0006778486441914,0.0014468320833851,-0.00026919572600025976,0.006724385176319865
2018-08-28,0.0006460804751711,0.0012355799637433,-0.00653713202964,-0.0056769083358175,-0.0042569372353506,0.0008310056202834,-0.0056691054343797065,0.00016108639585299387
2018-08-29,0.0035779421325641,0.0027762667647253,0.0062336247854528,0.0018787921144431,-0.0024335588437779,0.0035432474958972,0.004449990176241592,0.009789253058784123
2018-08-30,-0.0073276115604709,-0.0019271312083709,-0.0161744592123271,-0.013139368197211,-0.0026362019995315,-0.001223831622157,-0.0001344123080315729,0.0012751327918437323
2018-08-31,0.0030718179549145,0.0007518961029824,0.0031176101676426,-0.000409927502484,0.0042769014718229,0.0041507898100073,0.0016570465906267096,0.0015423461297118613
2018-09-04,-0.0015790007564637,-0.0041591360461323,-0.01768777565408,-0.014064885019449,-0.0008595959014497,-0.002849564860771,0.002811050335802756,-0.002513016553781703
2018-09-05,-0.0066770760550461,-0.0018991734919434,0.0003066478851021,-0.0408470076789013,0.0088092229882452,-0.0036186868842521,0.003665676412848873,-0.0037835268895196985
2018-09-06,-0.0083702828280106,-0.0043728320710345,-0.0029106873664604,-0.0035219297244599,0.0052718746703032,-0.0068414601418021,0.0022182137285493564,-0.008250731417655125
2018-09-07,0.0021573138237083,-0.000861746501452,-0.0030028150624592,0.0023029191869432,-0.0021634203736277,-0.0015004043297471,-0.0018942487826411059,0.0021617621778031353
2018-09-10,0.0045524790176814,3.62956618598087e-05,0.0089840164519139,-0.0013462208485077,-0.0045821065698819,0.0028302259768214,-0.00372590368746728,-0.0021534922538292887
2018-09-11,0.0019533264736444,-0.00428749600975,0.0071888913353723,0.006222004032079,0.0016038233086162,0.0047135031985432,-0.0003565346219348564,0.01348006811783072
2018-09-12,0.0027152073316902,0.0099843464225615,0.0147849231406225,0.0038803177817081,0.0027994767191268,-0.0017856932549467,-0.005254495244785051,-0.010672184901033758
2018-09-13,0.0061996927326979,0.005500948151643,0.0075706910899695,0.006022653546335,0.003059380638483,-0.0002949586695562,-0.00027538915930580554,0.010029212507004096
2018-09-14,0.0043304112056063,-0.0031472678570872,-0.0048128944194379,-0.0022566899007792,0.000476907455578,0.0012372339514746,0.005600941567432738,-0.012715294107063327
2018-09-17,-0.0076570218032155,-0.0060638837455934,-0.0087865727017354,-0.0213804875767533,-0.0050641599203167,-0.0031580642567762,-0.005340339013397255,-0.018346999238021633
2018-09-18,0.0071357864204613,0.0043866245389749,-0.0101754686775816,0.0078807111081409,0.0018816401803276,0.0034749594493653,-0.0012517409171408644,0.0054179069715840624
2018-09-19,0.0021234096987843,0.0026727298079747,-0.0012234494718722,0.0054408592697827,0.0146883193321074,-0.0013955152434511,-0.0077795786061588545,0.002320598314411078
2018-09-20,0.0044272233446502,0.0062026806893409,0.0098473585038061,0.0114306356528126,0.0116989471653214,0.0077247988669616,0.0003686422020228175,0.0071252467285785786
2018-09-21,-0.0017242490236488,-0.0003702158638918,-0.0064885702065291,-0.001484891756885,-0.0048600538539423,-0.0031136678501748,0.0035281584725472825,-0.008229507713619928
2018-09-24,-0.0070731493855902,-0.0052872230520957,-0.0110713847128725,-0.0032085761394815,0.0128604837898294,-0.0036431518707214,0.0013067815445402253,0.004858193763422522
2018-09-25,-0.0024188870682934,-0.003652529768253,-0.0118737105517658,0.0049002538192823,0.001992920132506,0.0003324828963385,0.0033001028916335162,0.0047323700598266285
2018-09-26,-0.0050426020915603,-0.0025454825690907,-0.0067726214719406,0.0075760372591424,0.0010344544356262,-0.0031702001635621,-0.0027556623198353725,-0.002566593916472293
2018-09-27,0.0035268641204164,0.0034823051397061,-0.0011431421452552,0.0051094569841112,0.0032622663169089,-0.0018254142177182,6.863465088935428e-06,0.011116949223953787
2018-09-28,0.002185999481846,0.0020452628483906,-0.0014764537875477,-0.0026839094215281,-0.0001923870757483,-0.0019745484874826,-0.0036278589477499734,0.0020977335841750504
2018-10-01,-0.0040458998956116,0.0002508813920356,0.0061810703557521,-0.0052497126334419,-0.0023882377948293,-0.0013188456190983,0.0003967941767035743,0.0024319698533018146
2018-10-02,0.0015618134374351,0.0052138397225431,0.0014704350511609,-0.009740844662098,0.0018325473398827,-0.0065885847974277,-0.0007109871441219884,0.006716341719606629
2018-10-03,0.0025745181017289,0.0014556101397438,-0.0037722579448735,0.0029834842802145,-0.0005258423053848,0.0066700607459926,0.00823680646261904,0.00040242844147575496
2018-10-04,-0.0102056060334595,-0.0086625196790298,-0.004069290879427,-0.0274584331178563,0.0001436989984718,-0.0130892631505669,0.005558693776273049,-0.017664848059312194
2018-10-05,-0.0106092170939606,-0.0043028262397275,-0.0006838080813316,-0.0150043713334517,-0.003506297741015,-0.0070222536460457,0.0003952253998191768,-0.02700523036327255
2018-10-08,-0.0032684941446244,-0.0006709519716957,0.013890084236912,-0.008057520629305,-0.0040397385518211,-0.0058245094313045,0.0014199712533935482,0.004597807005729278
2018-10-09,0.0016125263674204,-0.0006487808613754,-0.012481542893821,-0.0031105348424681,-0.0104048438461703,-1.2339627524965309e-06,0.033980931047356666,0.0020304248837382057
2018-10-10,-0.0293430823723652,-0.0109697304171108,-0.0151927211800253,-0.0538161202813216,-0.0028511237256294,-0.0258332732222903,0.02100521556826962,-0.03694092254469835
2018-10-11,-0.0128472635503756,-0.0137904546731866,-0.0271308682726881,0.0014848209948148,0.0046983114846931,-0.0160330759039831,-0.014007292754587009,-0.002367259616114947
2018-10-12,0.0107408540981783,0.0062811391791781,0.0092892247868907,0.031262340280427,0.0167962671053443,0.0050375400903487,0.005940111749715538,0.029115189021345984
2018-10-15,0.0015870926411105,0.0027783514853574,0.0041251240077868,-0.0047677583888653,-0.0111520283278656,0.0016950065697143,-0.02104330372394947,-0.016066324025341323
2018-10-16,0.021176507702604,0.0133278245662256,0.0188828855835603,0.0320579649979706,0.0219495017386357,0.018629825791079,0.00025274009419029575,0.02091165867202956
2018-10-17,0.0098519475743985,-0.0004354357838135,0.0104747164757028,-0.0073468695224517,0.0004794574702548,-0.0054679453124126,0.014602099119467749,-0.0019163845261412162
2018-10-18,-0.0106732464834674,-0.0053355410325681,-0.0137763197129776,-0.0292403325706565,-0.0039657062768444,-0.0118870726615735,0.0003613003923721436,-0.015941763715467995
2018-10-19,-0.0147725850265394,0.0019801514947368,0.0237418811825516,-0.0100303562800782,-0.0095927799060837,-0.0103016698122924,0.0043180399727129615,0.009267388820834629
2018-10-22,-0.0120415182551375,-0.0052047136712466,-0.0173051713566889,0.010424353201887,0.0006254259653814,-0.0069514234080781,0.0055423999065928875,0.0025802033022002493
2018-10-23,-0.0057904869945416,-0.0039954397617663,0.0032687646701314,-0.0044785168295427,-0.0016619532379477,-0.0090462664591585,0.03184744550280483,0.0034569712535259534
2018-10-24,-0.0291922133247609,-0.0320994283132243,-0.0211689398219915,-0.0493696356299041,-0.0189362005578426,-0.0264697733289411,-0.018284501971858158,-0.03470614595837514
2018-10-25,0.0215495016937063,0.0080357580721099,0.0080641865001584,0.0395484585734915,0.012553623779646,0.0141069963001815,0.017632743945326546,0.025463701737335143
2018-10-26,-0.0194035579094046,-0.0077178601647971,-0.024951169076115,-0.0150432702486256,-0.0006110754174662,-0.0096956082987765,0.006602934216753509,-0.024728166444840882
